,trial,start_time,rt,correct,fact_id,question,answer,flipped,alpha,activation,flip_alpha,flip_activation
0,1,25183.723499998454,3367.213800083846,True,2,I,mimi,False,0.3,-inf,0.3,9.974204442078017

,trial,start_time,rt,correct,fact_id,question,answer,flipped,alpha,activation,flip_alpha,flip_activation
0,1,25183.723499998454,3367.213800083846,True,2,I,mimi,False,0.3,-inf,0.3,-inf
1,2,31616.264400072403,3580.2229996770616,True,2,mimi,I,True,0.3,-0.5584108870504848,0.3,9.766260287910034

,trial,start_time,rt,correct,fact_id,question,answer,flipped,alpha,activation,flip_alpha,flip_activation
0,1,25183.723499998454,3367.213800083846,True,2,I,mimi,False,0.3,-inf,0.3,-inf
1,2,31616.264400072403,3580.2229996770616,True,2,mimi,I,True,0.3,-0.5584108870504848,0.3,9.766260287910034
2,3,37115.35839969292,2281.577800400555,True,14,one,moja,False,0.3,-inf,0.3,-inf

,trial,start_time,rt,correct,fact_id,question,answer,flipped,alpha,activation,flip_alpha,flip_activation
0,1,25183.723499998454,3367.213800083846,True,2,I,mimi,False,0.3,-inf,0.3,-inf
1,2,31616.264400072403,3580.2229996770616,True,2,mimi,I,True,0.3,-0.5584108870504848,0.3,9.766260287910034
2,3,37115.35839969292,2281.577800400555,True,14,one,moja,False,0.3,-inf,0.3,-inf
3,4,42094.933199696236,1706.2572999857364,True,14,moja,one,True,0.3,-0.4816033517597742,0.3,-inf

